0,1
data_processed/words/images/10003000296.png,it.
data_processed/words/images/10002001354.png,an
data_processed/words/images/10001005573.png,get
data_processed/words/images/10000014823.png,for
data_processed/words/images/10000011233.png,I'll
data_processed/words/images/100000082410.png,it?
data_processed/words/images/10003017841.png,"Yes,"
data_processed/words/images/10003018693.png,the
data_processed/words/images/10004004454.png,work
data_processed/words/images/10004002951.png,"Hey,"
data_processed/words/images/10004003582.png,honey...
data_processed/words/images/10000006772.png,You
data_processed/words/images/10003019932.png,don't
data_processed/words/images/10000001672.png,up!
data_processed/words/images/10002000723.png,get
data_processed/words/images/10000009098.png,"world,"
data_processed/words/images/10000016778.png,game.
data_processed/words/images/10003020321.png,Somebody
data_processed/words/images/10000005443.png,your
data_processed/words/images/10003011702.png,won
data_processed/words/images/10003002353.png,"is,"
data_processed/words/images/10004003622.png,are
data_processed/words/images/10003021384.png,company?
data_processed/words/images/10003019542.png,scared
data_processed/words/images/10002002522.png,visiting.
data_processed/words/images/10000003704.png,they
data_processed/words/images/10004006903.png,What's
data_processed/words/images/10001005154.png,know.
data_processed/words/images/10000004327.png,of
data_processed/words/images/10003007745.png,link.
data_processed/words/images/10000003934.png,a
data_processed/words/images/10003012336.png,here?
data_processed/words/images/10002002477.png,him.
data_processed/words/images/10003020207.png,an
data_processed/words/images/10004004492.png,So
data_processed/words/images/10000002031.png,(HORN
data_processed/words/images/10004003994.png,Mr.
data_processed/words/images/10002000411.png,for
data_processed/words/images/10000016362.png,the
data_processed/words/images/10003022841.png,Then
data_processed/words/images/10003007361.png,-It's
data_processed/words/images/10003019671.png,And
data_processed/words/images/10001005101.png,We
data_processed/words/images/10000014423.png,hide
data_processed/words/images/10004004334.png,You
data_processed/words/images/10004000643.png,your
data_processed/words/images/10000004265.png,important.
data_processed/words/images/10003011344.png,associate
data_processed/words/images/10003020546.png,my
data_processed/words/images/10000004835.png,now.
data_processed/words/images/10003010151.png,And
data_processed/words/images/10003018781.png,"-Hey,"
data_processed/words/images/10001011781.png,What?
data_processed/words/images/10003011503.png,get
data_processed/words/images/10004005743.png,hell
data_processed/words/images/10001008421.png,his
data_processed/words/images/10000013222.png,slide
data_processed/words/images/10000000103.png,you
data_processed/words/images/10000001097.png,rich.
data_processed/words/images/10003014777.png,up
data_processed/words/images/10000014244.png,to
data_processed/words/images/10002002225.png,your
data_processed/words/images/10000013061.png,I
data_processed/words/images/10003020703.png,told
data_processed/words/images/10003021241.png,came
data_processed/words/images/10000014732.png,of
data_processed/words/images/10003007182.png,were
data_processed/words/images/10003010921.png,because
data_processed/words/images/10003007775.png,Like
data_processed/words/images/10003012712.png,Mark
data_processed/words/images/10003020737.png,said...
data_processed/words/images/10000002012.png,Twitch
data_processed/words/images/10003006943.png,correct.
data_processed/words/images/10001000873.png,be
data_processed/words/images/10003022175.png,in
data_processed/words/images/10003016753.png,live
data_processed/words/images/10002004985.png,still
data_processed/words/images/10004002481.png,Any
data_processed/words/images/10004008903.png,right
data_processed/words/images/10000013675.png,where
data_processed/words/images/10003012103.png,Napster.
data_processed/words/images/10000002645.png,"only"""
data_processed/words/images/10003009644.png,you
data_processed/words/images/10003007113.png,is
data_processed/words/images/10003002846.png,is
data_processed/words/images/10003000802.png,was
data_processed/words/images/10004008942.png,here
data_processed/words/images/10003015555.png,forget
data_processed/words/images/10004005693.png,all?
data_processed/words/images/10000010175.png,got
data_processed/words/images/10004010301.png,to
data_processed/words/images/10000000811.png,the
data_processed/words/images/10003005791.png,-Were
data_processed/words/images/10003005902.png,any
data_processed/words/images/10003016987.png,"things,"
data_processed/words/images/10003008251.png,All
data_processed/words/images/10000004541.png,A
data_processed/words/images/10004003903.png,COUGHING]
data_processed/words/images/10000015361.png,She
data_processed/words/images/10003020453.png,shares
data_processed/words/images/10000007352.png,don't
data_processed/words/images/10003000315.png,to
data_processed/words/images/10003011171.png,Any
data_processed/words/images/10004006254.png,Ray
data_processed/words/images/10001007051.png,Maybe
data_processed/words/images/10003005052.png,"hot,"
data_processed/words/images/10003018746.png,right?
data_processed/words/images/10004005071.png,Good
data_processed/words/images/10001010044.png,should
data_processed/words/images/10004009742.png,"ho,"
data_processed/words/images/10003008644.png,of
data_processed/words/images/10003019414.png,cool.
data_processed/words/images/10000009533.png,have
data_processed/words/images/10003015864.png,in
data_processed/words/images/10003005325.png,saw
data_processed/words/images/10003010562.png,is
data_processed/words/images/10000002646.png,means.
data_processed/words/images/10003021252.png,much
data_processed/words/images/10004007655.png,us
data_processed/words/images/10003017154.png,from
data_processed/words/images/10000004312.png,he
data_processed/words/images/10000009282.png,SCREAMING)
data_processed/words/images/10003019692.png,I
data_processed/words/images/10003010975.png,video
data_processed/words/images/10004006055.png,of
data_processed/words/images/10000007975.png,for
data_processed/words/images/10004005585.png,of
data_processed/words/images/10003003022.png,lied
data_processed/words/images/10000012885.png,out
data_processed/words/images/10000012435.png,Joust!
data_processed/words/images/10003018798.png,the
data_processed/words/images/10003016252.png,have
data_processed/words/images/10004007362.png,you
data_processed/words/images/10002000502.png,up.
